 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
88,1080,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5790740.741,13888.88889,77.14285714,212.1145761,811,1,1080,135,308.0987782,894,1,993,198.6,345.9498519,811,3,0,0,0,0,304,208,8333.333333,5555.555556,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,260,2,32,0,0,0,0,0,0,0,0,BENIGN
389,5008522,39,26,5996,10284,403,0,153.7435897,139.3017773,1173,126,395.5384615,344.6042636,3250.459916,12.9778805,78258.15625,387630.6852,2673701,3,5008522,131803.2105,498594.8965,2673701,3,3570045,142801.8,559237.1266,2715645,3,1,0,0,0,1248,832,7.7867283,5.1911522,0,1173,249.5151515,266.6626934,71108.99207,0,1,0,0,1,0,0,0,0,253.3538462,153.7435897,395.5384615,1248,0,0,0,0,0,0,39,5996,26,10284,367,2078,25,32,0,0,0,0,0,0,0,0,BENIGN
3268,4955405,33,24,4990,5060,403,0,151.2121212,120.1469823,242,72,210.8333333,63.43477764,2028.088522,11.50259161,88489.375,415887.6335,2716857,1,4955405,154856.4063,544298.365,2716857,1,3520965,153085.4348,583284.1464,2717127,48,1,0,0,0,1056,768,6.659395145,4.843196469,0,403,180.2241379,107.1457514,11480.21204,0,1,0,0,1,0,0,0,0,183.3859649,151.2121212,210.8333333,1056,0,0,0,0,0,0,33,4990,24,5060,299,2077,23,32,0,0,0,0,0,0,0,0,BENIGN
443,274441,12,14,5763,16108,3425,0,480.25,1016.589944,3121,0,1150.571429,863.040307,79692.90303,94.73803113,10977.64,19256.03424,52399,14,274427,24947.90909,30158.77837,87669,51,228316,17562.76923,28235.11155,75974,48,0,0,0,0,252,292,43.72524513,51.01278599,0,3425,810.037037,973.4094119,947525.8832,0,0,0,1,0,0,0,0,1,841.1923077,480.25,1150.571429,252,0,0,0,0,0,0,12,5763,14,16108,8192,256,11,20,0,0,0,0,0,0,0,0,BENIGN
443,4,2,0,91,0,85,6,45.5,55.86143571,0,0,0,0,22800000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88,45.5,0,40,0,0,0,0,0,0,2,91,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49666,24367839,11,6,920,912,224,0,83.63636364,110.1219985,328,0,152,147.8593927,75.1810614,0.697640854,1522989.938,6037953.463,24200000,1,24400000,2436783.9,7634615.282,24200000,1,606,121.2,138.2378385,345,3,0,0,0,0,244,144,0.45141467,0.246226184,0,328,101.7777778,123.5963809,15276.06536,0,0,0,1,0,0,0,0,0,107.7647059,83.63636364,152,244,0,0,0,0,0,0,11,920,6,912,8192,2052,9,20,0,0,0,0,0,0,0,0,BENIGN
135,24368732,11,6,686,560,168,0,62.36363636,80.65143858,172,0,93.33333333,77.75517132,51.13109701,0.697615288,1523045.75,6040744.066,24200000,1,24400000,2436873.2,7638281.342,24200000,1,511,102.2,96.78429625,209,1,0,0,0,0,244,144,0.451398128,0.246217161,0,172,69.22222222,78.24287643,6121.947712,0,0,0,1,0,0,0,0,0,73.29411765,62.36363636,93.33333333,244,0,0,0,0,0,0,11,686,6,560,8192,2052,9,20,0,0,0,0,0,0,0,0,BENIGN
49666,47,1,3,6,18,6,6,6,0,6,6,6,0,510638.2979,85106.38298,15.66666667,22.81081615,42,2,0,0,0,0,0,5,2.5,0.707106781,3,2,0,0,0,0,20,60,21276.59574,63829.78723,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,16311,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
135,60,1,3,6,18,6,6,6,0,6,6,6,0,400000,66666.66667,20,24.75883681,48,1,0,0,0,0,0,49,24.5,33.23401872,48,1,0,0,0,0,20,60,16666.66667,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,16355,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
49441,130,1,2,6,12,6,6,6,0,6,6,6,0,138461.5385,23076.92308,65,43.84062043,96,34,0,0,0,0,0,34,34,0,34,34,0,0,0,0,20,40,7692.307692,15384.61538,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,946,256,0,20,0,0,0,0,0,0,0,0,BENIGN
80,105004214,2,2,16,0,8,8,8,0,0,0,0,0,0.152374837,0.038093709,35000000,60600000,105000000,85,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046855,0.019046855,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,85,0,85,85,105000000,0,105000000,105000000,DoS slowloris
80,105004206,2,2,16,0,8,8,8,0,0,0,0,0,0.152374849,0.038093712,35000000,60600000,105000000,76,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046856,0.019046856,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,76,0,76,76,105000000,0,105000000,105000000,DoS slowloris
80,105004148,2,2,16,0,8,8,8,0,0,0,0,0,0.152374933,0.038093733,35000000,60600000,105000000,57,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046867,0.019046867,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,57,0,57,57,105000000,0,105000000,105000000,DoS slowloris
80,105004104,2,2,16,0,8,8,8,0,0,0,0,0,0.152374997,0.038093749,35000000,60600000,105000000,25,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046875,0.019046875,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,25,0,25,25,105000000,0,105000000,105000000,DoS slowloris
80,105004058,2,2,16,0,8,8,8,0,0,0,0,0,0.152375063,0.038093766,35000000,60600000,105000000,47,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046883,0.019046883,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,47,0,47,47,105000000,0,105000000,105000000,DoS slowloris
80,105004098,2,2,16,0,8,8,8,0,0,0,0,0,0.152375005,0.038093751,35000000,60600000,105000000,34,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046876,0.019046876,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,34,0,34,34,105000000,0,105000000,105000000,DoS slowloris
80,105004053,2,2,16,0,8,8,8,0,0,0,0,0,0.152375071,0.038093768,35000000,60600000,105000000,91,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046884,0.019046884,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,91,0,91,91,105000000,0,105000000,105000000,DoS slowloris
80,105004043,2,2,16,0,8,8,8,0,0,0,0,0,0.152375085,0.038093771,35000000,60600000,105000000,47,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046886,0.019046886,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,47,0,47,47,105000000,0,105000000,105000000,DoS slowloris
80,105004011,2,2,16,0,8,8,8,0,0,0,0,0,0.152375132,0.038093783,35000000,60600000,105000000,49,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046891,0.019046891,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,49,0,49,49,105000000,0,105000000,105000000,DoS slowloris
80,105004031,2,2,16,0,8,8,8,0,0,0,0,0,0.152375103,0.038093776,35000000,60600000,105000000,69,105000000,105000000,0,105000000,105000000,105000000,105000000,0,105000000,105000000,1,0,0,0,64,64,0.019046888,0.019046888,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,69,0,69,69,105000000,0,105000000,105000000,DoS slowloris
80,102573696,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.83092741,0.165734498,6410856,13200000,51300000,4,103000000,7890275.692,14300000,51300000,4,103000000,51300000,28100000,71200000,31400000,0,0,0,0,456,100,0.136487234,0.029247264,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207659.5,4535308.648,6414607,712,19200000,18800000,51300000,5773525,DoS slowloris
80,102565733,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.83285524,0.165747365,6410358.313,13200000,51300000,49,103000000,7889664,14300000,51300000,278,103000000,51300000,28100000,71200000,31400000,0,0,0,0,456,100,0.13649783,0.029249535,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203634,4529839.177,6406714,554,19200000,18800000,51300000,5773374,DoS slowloris
80,102566796,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.83259787,0.165745647,6410424.75,13200000,51300000,100,103000000,7889745.615,14300000,51300000,245,103000000,51300000,28100000,71200000,31400000,0,0,0,0,456,100,0.136496415,0.029249232,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3204170,4530578.811,6407773,567,19200000,18800000,51300000,5773403,DoS slowloris
80,105636708,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2,3.464101615,24.11093689,0.17986172,5868706,12500000,51300000,71,106000000,7042442.467,13500000,51300000,596,103000000,51300000,28000000,71100000,31500000,0,0,0,0,536,100,0.151462501,0.028399219,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707045.5,6656111.39,9413627,464,19200000,18800000,51300000,5841409,DoS slowloris
80,105636689,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2,3.464101615,24.11094123,0.179861752,5868704.944,12500000,51300000,73,106000000,7042441.067,13500000,51300000,523,103000000,51300000,28000000,71100000,31500000,0,0,0,0,536,100,0.151462528,0.028399224,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707033,6656097.955,9413605,461,19200000,18800000,51300000,5841427,DoS slowloris
80,102733912,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.79220299,0.165476031,6420869.5,13200000,51400000,68,103000000,7902603.385,14400000,51400000,400,103000000,51400000,28000000,71200000,31600000,0,0,0,0,456,100,0.136274378,0.029201653,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207645,4535620.482,6414813,477,19300000,18800000,51400000,5901395,DoS slowloris
80,64,1,1,8,0,8,8,8,0,0,0,0,0,125000,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,15625,15625,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,DoS slowloris
80,100,1,1,8,0,8,8,8,0,0,0,0,0,80000,20000,100,0,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,10000,10000,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,DoS slowloris
80,91,1,1,8,0,8,8,8,0,0,0,0,0,87912.08791,21978.02198,91,0,91,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,10989.01099,10989.01099,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,DoS slowloris
80,73,1,1,8,0,8,8,8,0,0,0,0,0,109589.0411,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,13698.63014,13698.63014,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,DoS slowloris
80,58,1,1,8,0,8,8,8,0,0,0,0,0,137931.0345,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,17241.37931,17241.37931,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,DoS slowloris
80,974,2,0,0,0,0,0,0,0,0,0,0,0,0,2053.38809,974,0,974,974,974,974,0,974,974,0,0,0,0,0,0,0,0,0,64,0,2053.38809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,147631,3,5,367,11595,367,0,122.3333333,211.8875488,8688,0,2319,3774.237539,81026.34271,54.18916081,21090.14286,50484.58946,135218,16,12015,6007.5,7078.845986,11013,1002,147606,36901.5,65780.54858,135218,190,0,0,0,0,104,168,20.3209353,33.86822551,0,8688,1329.111111,2917.707638,8513017.861,0,0,0,1,0,0,0,0,1,1495.25,122.3333333,2319,104,0,0,0,0,0,0,3,367,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,149591,3,7,368,11595,368,0,122.6666667,212.4648991,4344,0,1656.428571,1547.737688,79971.38865,66.84894145,16621.22222,45322.64159,137115,5,11990,5995,7059.754103,10987,1003,149462,24910.33333,55169.29373,137115,49,0,0,0,0,104,232,20.05468243,46.79425901,0,4344,1087.545455,1438.900925,2070435.873,0,0,0,1,0,0,0,0,2,1196.3,122.6666667,1656.428571,104,0,0,0,0,0,0,3,368,7,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,365440,4,6,822,11595,411,0,205.5,237.2909606,4344,0,1932.5,1754.831473,33978.21804,27.3642732,40604.44444,79192.79451,214013,16,227025,75675,119931.5065,214013,982,365411,73082.2,104792.1347,227083,16,0,0,0,0,136,200,10.94570928,16.41856392,0,4344,1128.818182,1553.248584,2412581.164,0,0,0,1,0,0,0,0,1,1241.7,205.5,1932.5,136,0,0,0,0,0,0,4,822,6,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
80,364500,4,7,710,11595,355,0,177.5,204.9593456,5792,0,1656.428571,2118.227235,33758.57339,30.17832647,36450,75604.90702,213993,1,227005,75668.33333,119921.1723,213993,956,364449,60741.5,98201.68667,227073,1,0,0,0,0,136,232,10.9739369,19.20438957,0,5792,1025.416667,1751.931581,3069264.265,0,0,0,1,0,0,0,0,1,1118.636364,177.5,1656.428571,136,0,0,0,0,0,0,4,710,7,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
80,144448,3,6,377,11595,377,0,125.6666667,217.6610515,4344,0,1932.5,1754.831473,82881.03677,62.30615862,18056,46661.02017,133149,2,11021,5510.5,7790.195408,11019,2,144393,28878.6,58479.78802,133149,17,0,0,0,0,104,200,20.76871954,41.53743908,0,4344,1197.2,1619.799562,2623750.622,0,0,0,1,0,0,0,0,2,1330.222222,125.6666667,1932.5,104,0,0,0,0,0,0,3,377,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,149539,3,6,354,11595,354,0,118,204.3819953,4344,0,1932.5,1754.831473,79905.57647,60.18496847,18692.375,48055.68815,137182,21,12046,6023,8449.926035,11998,48,149446,29889.2,60198.62558,137182,48,0,0,0,0,104,200,20.06165616,40.12331231,0,4344,1194.9,1621.10939,2627995.656,0,0,0,1,0,0,0,0,2,1327.666667,118,1932.5,104,0,0,0,0,0,0,3,354,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,137521,3,6,367,11595,367,0,122.3333333,211.8875488,4344,0,1932.5,1754.831473,86983.07895,65.44455029,17190.125,44175.99184,126193,41,10970,5485,6382.345807,9998,972,137471,27494.2,55375.77659,126193,41,0,0,0,0,104,200,21.8148501,43.62970019,0,4344,1196.2,1620.365171,2625583.289,0,0,0,1,0,0,0,0,2,1329.111111,122.3333333,1932.5,104,0,0,0,0,0,0,3,367,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,142505,3,4,355,11595,355,0,118.3333333,204.9593456,8688,0,2898.75,4095.56617,83856.70678,49.12108347,23750.83333,52822.34636,131206,5,10989,5494.5,7763.325351,10984,5,142499,47499.66667,72689.66172,131206,287,0,0,0,0,104,136,21.05189292,28.06919055,0,8688,1493.75,3075.425766,9458243.643,0,0,0,1,0,0,0,0,1,1707.142857,118.3333333,2898.75,104,0,0,0,0,0,0,3,355,4,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,139620,3,6,349,11595,349,0,116.3333333,201.4952439,5792,0,1932.5,2179.547086,85546.48331,64.46067899,17452.5,44841.9895,128112,72,10978,5489,6383.760021,10003,975,139548,27909.6,56210.69713,128112,89,0,0,0,0,104,200,21.486893,42.97378599,0,5792,1194.4,1886.070353,3557261.378,0,0,0,1,0,0,0,0,2,1327.111111,116.3333333,1932.5,104,0,0,0,0,0,0,3,349,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,139590,3,6,348,11595,348,0,116,200.9178937,7240,0,1932.5,2695.639126,85557.70471,64.47453256,17448.75,44856.47315,128140,24,11004,5502,6356.889963,9997,1007,139566,27913.2,56228.03951,128140,89,0,0,0,0,104,200,21.49151085,42.98302171,0,7240,1194.3,2226.039535,4955252.011,0,0,0,1,0,0,0,0,2,1327,116,1932.5,104,0,0,0,0,0,0,3,348,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,354647,4,6,648,11595,324,0,162,187.0614872,4344,0,1932.5,1977.812908,34521.65111,28.19705228,39405.22222,77492.62471,211996,4,223996,74665.33333,119082.8956,211996,4,354608,70921.6,102440.7332,224043,48,0,0,0,0,136,200,11.27882091,16.91823137,0,4344,1113,1689.661209,2854955,0,0,0,1,0,0,0,0,1,1224.3,162,1932.5,136,0,0,0,0,0,0,4,648,6,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
80,354555,4,6,682,11595,341,0,170.5,196.8764418,2907,0,1932.5,1496.914126,34626.50365,28.20436886,39395,77498.18812,211959,6,223969,74656.33333,119058.8288,211959,6,354541,70908.2,102496.8427,224092,34,0,0,0,0,136,200,11.28174754,16.92262131,0,2907,1116.090909,1419.204387,2014141.091,0,0,0,1,0,0,0,0,1,1227.7,170.5,1932.5,136,0,0,0,0,0,0,4,682,6,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
